conference,unique_id,title,code_urls
iclr,1412.6550,FitNets: Hints for Thin Deep Nets,"['https://github.com/zenakhra/KD_with_FitNet', 'https://github.com/adri-romsor/FitNets']"
iclr,1412.7062,Semantic Image Segmentation with Deep Convolutional Nets and Fully Connected CRFs,"['https://github.com/arahusky/Tensorflow-Segmentation', 'https://github.com/nightrome/cocostuff10k', 'https://github.com/TheLegendAli/DeepLab-Context', 'https://github.com/BardOfCodes/pytorch_deeplab_large_fov', 'https://github.com/open-cv/deeplab-v1', 'https://github.com/tensorflow/models/tree/master/research/deeplab']"
iclr,1412.7755,Multiple Object Recognition with Visual Attention,"['https://github.com/atulkum/recurrent_model_of_visual_attension', 'https://github.com/mimikaan/Attention-Model', 'https://github.com/Sooram/stn', 'https://github.com/Sooram/cnn', 'https://github.com/amobiny/Recurrent_Attention_Model']"
iclr,1412.6980,Adam: A Method for Stochastic Optimization,"['https://github.com/michaelshiyu/kerNET', 'https://github.com/jizongFox/Paper-List', 'https://github.com/hsvgbkhgbv/TACTHMC', 'https://github.com/hsvgbkhgbv/Thermostat-assisted-continuously-tempered-Hamiltonian-Monte-Carlo-for-Bayesian-learning', 'https://github.com/bsvineethiitg/adams', 'https://github.com/changhuixu/LSTM-sentiment-analysis', 'https://github.com/minikie/todo', 'https://github.com/Xinyi6/CIFAR10-CNN-by-Keras', 'https://github.com/harshraj11584/Paper-Implementation-Overview-Gradient-Descent-Optimization-Sebastian-Ruder', 'https://github.com/andreblumenau/Contemporary-Neural-Network', 'https://github.com/ConcurrencyPractitioner/DeepLearning', 'https://github.com/xhlulu/arxiv-assistant', 'https://github.com/mohamedameen93/German-Traffic-Sign-Classification-Using-TensorFlow', 'https://github.com/Anunay1234/Sentiment-Analysis-using-LSTM', 'https://github.com/jpjuvo/64-3D-RaSGAN', 'https://github.com/kamal1997/Enhancing-DKT-by-introducing-extra-student-attributes', 'https://github.com/DylanMuir/fmin_adam', 'https://github.com/ilguyi/optimizers.numpy', 'https://github.com/BarbaAlGhul/recommender-system-thesis', 'https://github.com/Namkyeong/neural-style', 'https://github.com/Rohit-ChoudharyGit/Train_Fashion_MNIST', 'https://github.com/suzyi/optimization', 'https://github.com/dan070/hedgehog-oscar', 'https://github.com/kkrajczar/DSGeneric', 'https://github.com/Intel-bigdata/imllib-spark', 'https://github.com/data-llectual/ml-dna', 'https://github.com/jliphard/DeepEvolve', 'https://github.com/harshraj11584/Paper-Implementation-Overview-Gradient-Descent-Optimization-Algorithms', 'https://github.com/shinyingl/SelfDrivingCar-P3']"
iclr,1412.6575,Embedding Entities and Relations for Learning and Inference in Knowledge Bases,"['https://github.com/Sujit-O/pykg2vec', 'https://github.com/facebookresearch/PyTorch-BigGraph', 'https://github.com/Accenture/AmpliGraph']"
iclr,1412.6572,Explaining and Harnessing Adversarial Examples,"['https://github.com/1Konny/FGSM', 'https://github.com/BendeguzToth/Fun-with-ConvNets', 'https://github.com/sdemyanov/ConvNet', 'https://github.com/tensorflow/cleverhans', 'https://github.com/locuslab/convex_adversarial', 'https://github.com/alexmlamb/verifiable_robustness', 'https://github.com/eth-sri/diffai', 'https://github.com/LawrenceMMStewart/Adversarial_Attack', 'https://github.com/HowToMakeABomb101/Hot2MakeAB0mbSite', 'https://github.com/johnsonkee/graduate_design', 'https://github.com/AngusG/cleverhans-attacking-bnns', 'https://github.com/lawliet92/AdversarialAttack', 'https://github.com/drewbarot/Un-CNN', 'https://github.com/utkuozbulak/pytorch-cnn-adversarial-attacks', 'https://github.com/alfrei/ml_blitz_2018', 'https://github.com/amerch/CIFAR100-Training', 'https://github.com/KeAWang/BayesianGAN4AdversarialAttacks', 'https://github.com/openai/cleverhans', 'https://github.com/HanbumKo/FGSM-pytorch', 'https://github.com/tensorflow/neural-structured-learning', 'https://github.com/cfinlay/tulip', 'https://github.com/jrguo/FastGradientSignMNIST', 'https://github.com/bingcheng45/hnr-extension', 'https://github.com/iirishikaii/cleverhans', 'https://github.com/henry8527/GCE', 'https://github.com/facebookresearch/adversarial_image_defenses']"
iclr,1412.6553,Speeding-up Convolutional Neural Networks Using Fine-tuned CP-Decomposition,"['https://github.com/timgaripov/TensorNet-TF', 'https://github.com/ddfabbro/cp-decomposition', 'https://github.com/keithyuck/Object-Tracking', 'https://github.com/Gyiming/MobileSLAM', 'https://github.com/jacobgil/pytorch-tensor-decompositions', 'https://github.com/ddfabbro/CNN_CPD']"
iclr,1412.6334,Leveraging Monolingual Data for Crosslingual Compositional Word Representations,['https://github.com/ogh/binclusion']
iclr,1412.6564,Move Evaluation in Go Using Deep Convolutional Neural Networks,['https://github.com/jmgilmer/GoCNN']
iclr,1511.06279,Neural Programmer-Interpreters,['https://github.com/git-niraj/Neural-Program-Learning-Project']
iclr,1511.06909,BlackOut: Speeding up Recurrent Neural Network Language Models With Very Large Vocabularies,['https://github.com/IntelLabs/rnnlm']
iclr,1511.02301,The Goldilocks Principle: Reading Children's Books with Explicit Memory Representations,['https://github.com/facebookresearch/ParlAI']
iclr,1511.07543,Convergent Learning: Do different neural networks learn the same representations?,['https://github.com/yixuanli/convergent_learning']
iclr,1511.05641,Net2Net: Accelerating Learning via Knowledge Transfer,"['https://github.com/agongt408/vbranch', 'https://github.com/soumith/net2net.torch']"
iclr,1511.01844,A note on the evaluation of generative models,['https://github.com/kpandey008/DCGANS']
iclr,1510.00149,"Deep Compression: Compressing Deep Neural Networks with Pruning, Trained Quantization and Huffman Coding","['https://github.com/songhan/Deep-Compression-AlexNet', 'https://github.com/may0324/DeepCompression-caffe', 'https://github.com/isha-garg/Deep_Compression', 'https://github.com/NervanaSystems/distiller', 'https://github.com/Irtza/Keras_model_compression', 'https://github.com/songhan/SqueezeNet-Deep-Compression', 'https://github.com/heguixiang/caffe_deep_compression', 'https://github.com/KarenUllrich/Tutorial_BayesianCompressionForDL', 'https://github.com/avril0213/RecSys', 'https://github.com/Simon-lsy/Deep_Compression', 'https://github.com/jiali-ms/JLM', 'https://github.com/lovepan1/caffe_ssd_traffic', 'https://github.com/bemova/Deep-Compression-Compressing-Deep-Neural-Networks-with-Pruning-Trained-Quantization-and-Huffman', 'https://github.com/cambridge-mlg/variational-shannon-coding', 'https://github.com/cambridge-mlg/miracle']"
iclr,1510.03009,Neural Networks with Few Multiplications,['https://github.com/MatthieuCourbariaux/BinaryConnect']
iclr,1511.06361,Order-Embeddings of Images and Language,['https://github.com/ivendrov/order-embedding']
iclr,1511.02793,Generating Images from Captions with Attention,['https://github.com/emansim/text2image']
iclr,1511.06281,Density Modeling of Images using a Generalized Normalization Transformation,['https://github.com/jorge-pessoa/pytorch-gdn']
iclr,1511.07122,Multi-Scale Context Aggregation by Dilated Convolutions,"['https://github.com/Rakeshpavan333/oct_dil', 'https://github.com/Wanger-SJTU/FCN-in-the-wild', 'https://github.com/Entodi/meshnet-pytorch', 'https://github.com/lpzjerry/Pedestrian-Attribute-LGNet', 'https://github.com/keillernogueira/FDSI', 'https://github.com/vlievin/Unet', 'https://github.com/srihari-humbarwadi/Multi-Scale-Context-Aggregation-by-Dilated-Convolutions', 'https://github.com/fyu/dilation']"
iclr,1511.05952,Prioritized Experience Replay,"['https://github.com/Sharda-Borse/ReinforcementLearning', 'https://github.com/google/dopamine', 'https://github.com/snhwang/p3_collab-compet', 'https://github.com/snhwang/p2-continuous-control-SNH', 'https://github.com/ACampero/dopamine', 'https://github.com/kayuksel/pytorch-ars', 'https://github.com/1jsingh/rl_navigation', 'https://github.com/KAIST-AILab/deeprl_practice_colab', 'https://github.com/SimonRamstedt/ddpg', 'https://github.com/CharlotteMorrison/Baxter-Research', 'https://github.com/Adrelf/DRL-navigation', 'https://github.com/chainer/chainerrl', 'https://github.com/NervanaSystems/coach', 'https://github.com/snhwang/p1_navigation_SNH', 'https://github.com/austinsilveria/Banana-Collection-DQN', 'https://github.com/dtak/hip-mdp-public', 'https://github.com/ameet-1997/Prioritized_Experience_Replay', 'https://github.com/JuliaPOMDP/DeepQLearning.jl', 'https://github.com/Brandon-Rozek/DeepRL', 'https://github.com/Damcy/prioritized-experience-replay', 'https://github.com/utarumo/RL_implementation', 'https://github.com/KatyNTsachi/Hierarchical-RL', 'https://github.com/MEOWMEOW114/nd893-p1-navigation-banana', 'https://github.com/Remtasya/DDPG-Actor-Critic-Reinforcement-Learning-Reacher-Environment', 'https://github.com/V0LsTeR/DQN_heap']"
iclr,1509.00519,Importance Weighted Autoencoders,"['https://github.com/harvardnlp/sa-vae', 'https://github.com/denproc/Taming-VAEs', 'https://github.com/amoretti86/PSVO', 'https://github.com/geoffroeder/iwae', 'https://github.com/yburda/iwae']"
iclr,1509.06664,Reasoning about Entailment with Neural Attention,"['https://github.com/junfenglx/reasoning_attention', 'https://github.com/shyamupa/snli-entailment', 'https://github.com/elkhand/QuoraDuplicates']"
iclr,1511.05879,Particular object retrieval with integral max-pooling of CNN activations,"['https://github.com/talal579/Deep-image-matching', 'https://github.com/almazan/deep-image-retrieval', 'https://github.com/gtolias/rmac']"
iclr,1511.06422,All you need is a good init,"['https://github.com/x5675602/LSUVinit-keras', 'https://github.com/dmbernaal/Daedalus', 'https://github.com/shunk031/LSUV.pytorch', 'https://github.com/ducha-aiki/LSUV-keras', 'https://github.com/ducha-aiki/LSUV-pytorch', 'https://github.com/ducha-aiki/LSUVinit', 'https://github.com/JonasWechsler/DeepLearningLab5', 'https://github.com/ducha-aiki/LSUVinit']"
iclr,1511.06051,SparkNet: Training Deep Networks in Spark,['https://github.com/amplab/SparkNet']
iclr,1511.06390,Unsupervised and Semi-supervised Learning with Categorical Generative Adversarial Networks,['https://github.com/ZhimingZhou/AM-GAN']
iclr,1511.04143,Deep Reinforcement Learning in Parameterized Action Space,"['https://github.com/mhauskn/dqn-hfo', 'https://github.com/cycraig/MP-DQN', 'https://github.com/MLCS-Yonsei/ddpg-control', 'https://github.com/stevenpjg/ddpg-aigym']"
iclr,1502.05698,Towards AI-Complete Question Answering: A Set of Prerequisite Toy Tasks,"['https://github.com/AlexKuhnle/ShapeWorld', 'https://github.com/nbansal90/bAbi_QA', 'https://github.com/Hemantr05/Baby-MemNN-on-bAbI-dataset', 'https://github.com/domluna/memn2n', 'https://github.com/ishalyminov/memn2n', 'https://github.com/prashil2792/Question-Answering-System-Deep-Learning', 'https://github.com/cstghitpku/GateMemN2N', 'https://github.com/facebookresearch/ParlAI', 'https://github.com/uwnlp/qrn', 'https://github.com/facebook/bAbI-tasks']"
iclr,1511.06410,Better Computer Go Player with Neural Network and Long-term Prediction,['https://github.com/facebookresearch/darkforestGo']
iclr,1507.00677,Distributional Smoothing with Virtual Adversarial Training,"['https://github.com/ciolo/Sentiment-Analisys', 'https://github.com/lyakaap/VAT-pytorch', 'https://github.com/takerum/vat']"
iclr,1511.06530,Compression of Deep Convolutional Neural Networks for Fast and Low Power Mobile Applications,"['https://github.com/keithyuck/Object-Tracking', 'https://github.com/larry0123du/Decompose-CNN', 'https://github.com/jacobgil/pytorch-tensor-decompositions']"
iclr,1509.02971,Continuous control with deep reinforcement learning,"['https://github.com/parilo/rl-server', 'https://github.com/shakedzy/gin', 'https://github.com/krasing/DRLearningContinuousControl', 'https://github.com/darkrush/meta_learn', 'https://github.com/Souphis/mobile_robot_rl', 'https://github.com/ailab-pku/rl-framework', 'https://github.com/wmol4/Pytorch_DDPG_Unity_Continuous_Control', 'https://github.com/fshamshirdar/pytorch-rdpg', 'https://github.com/tegg89/DLCamp_Jeju2018', 'https://github.com/IvanVigor/MADDPG-Unity', 'https://github.com/wwydmanski/DDPG-arm-reacher', 'https://github.com/seungjaeryanlee/osim-rl-helper', 'https://github.com/facebookresearch/Horizon', 'https://github.com/IvanVigor/Deep-Deterministic-Policy-Gradient-Unity-Env', 'https://github.com/andy-psai/DDPG-Mountain-Car', 'https://github.com/alathiya/RL-Quadcoptor-Flying', 'https://github.com/luke-bhan/TwitterSentimentAnalysisTool', 'https://github.com/shahabi8/Deep-Reinforcement-Learning', 'https://github.com/liampetti/DDPG', 'https://github.com/JL321/mujo-2DWalker', 'https://github.com/nav74neet/ddpg_biped', 'https://github.com/SimonRamstedt/ddpg', 'https://github.com/J93T/TP4-DDPG', 'https://github.com/Gouet/DDPG_PendulumV1', 'https://github.com/shakedzy/warehouse', 'https://github.com/KAIST-AILab/deeprl_practice_colab', 'https://github.com/hill-a/stable-baselines', 'https://github.com/Remtasya/MADDPG', 'https://github.com/andreidi/AC_DDPG_walker', 'https://github.com/liuyuezhang/pyrl', 'https://github.com/xyshadow/baseline_ddpg', 'https://github.com/tegg89/magnn', 'https://github.com/kushagra06/DDPG', 'https://github.com/fiberleif/nc_ddpg', 'https://github.com/dpoulopoulos/drl_collaborate_compete', 'https://github.com/Sheldonmao/Learning-To-walk', 'https://github.com/wingszb/AI_learning', 'https://github.com/wwydmanski/rl_tennis', 'https://github.com/nav74neet/rl4biped', 'https://github.com/saoudh/Reinforcement-Learning', 'https://github.com/tegg89/magnet', 'https://github.com/krasing/DRLearningCollaboration', 'https://github.com/WittmannF/quadcopter-best-practices', 'https://github.com/NervanaSystems/coach', 'https://github.com/tegg89/mann', 'https://github.com/dpoulopoulos/drl_continuous_control', 'https://github.com/xuyuandong/simple-ddpg', 'https://github.com/mathformoso/RL-playground---ddpg', 'https://github.com/abbadka/quadcopter', 'https://github.com/chainer/chainerrl', 'https://github.com/Remtasya/Distributional-Multi-Agent-Actor-Critic-Reinforcement-Learning-MADDPG-Tennis-Environment', 'https://github.com/Chujinjiao/DLND', 'https://github.com/Crevass/Hybrid-Agent', 'https://github.com/taku-y/20181125-pybullet', 'https://github.com/karthikeyaparunandi/DDPG_D2C', 'https://github.com/InSpaceAI/RL-Zoo', 'https://github.com/nav74neet/ddpg4biped', 'https://github.com/practical-rl-study/schedules', 'https://github.com/prajwalgatti/DRL-Collaboration-and-Competition', 'https://github.com/madvn/DDPG', 'https://github.com/MLCS-Yonsei/ddpg-control', 'https://github.com/AgrawalAmey/safe-explorer', 'https://github.com/JonasRSV/DDPG', 'https://github.com/matthewsparr/Reinforcement-Learning-Lesson', 'https://github.com/wassname/rl-portfolio-management', 'https://github.com/dpoulopoulos/skinnerbox', 'https://github.com/JL321/mujo-2DHalf-Cheetah', 'https://github.com/stevenpjg/ddpg-aigym', 'https://github.com/hbzhang/awesomereinforcementlearning', 'https://github.com/JonasRSV/PGTensorflow', 'https://github.com/Remtasya/DDPG-Actor-Critic-Reinforcement-Learning-Reacher-Environment', 'https://github.com/floodsung/DDPG', 'https://github.com/fhbzc/FishAgentSimulation', 'https://github.com/bitterbloom/Reinforcement-Learning', 'https://github.com/Christiannov/RL_learning', 'https://github.com/bmeyers/VirtualMicrogridSegmentation', 'https://github.com/takaden/ddpg_pytorch', 'https://github.com/EyaRhouma/collaboration-competition-MADDPG']"
iclr,1511.06295,Policy Distillation,['https://github.com/dsapandora/s_cera']
iclr,1511.05493,Gated Graph Sequence Neural Networks,"['https://github.com/Microsoft/gated-graph-neural-network-samples', 'https://github.com/yujiali/ggnn', 'https://github.com/entslscheia/GGNN_Reasoning', 'https://github.com/JamesChuanggg/ggnn.pytorch', 'https://github.com/bdqnghi/bi-tbcnn', 'https://github.com/bdqnghi/ggnn_graph_classification']"
iclr,1511.05939,Metric Learning with Adaptive Density Discrimination,['https://github.com/pumpikano/tf-magnet-loss']
iclr,1511.06085,Variable Rate Image Compression with Recurrent Neural Networks,['https://github.com/alexandru-dinu/cae']
iclr,1511.06432,Delving Deeper into Convolutional Networks for Learning Video Representations,['https://github.com/yaoli/arctic-capgen-vid']
iclr,1511.06391,Order Matters: Sequence to sequence for sets,"['https://github.com/threelittlemonkeys/pointer-network-pytorch', 'https://github.com/materialsvirtuallab/megnet']"
iclr,1506.02438,High-Dimensional Continuous Control Using Generalized Advantage Estimation,"['https://github.com/170928/-Review-High-Dimensional-Continuous-Control-Using-Generalized-Advantage_Estimation', 'https://github.com/JonasRSV/PPO', 'https://github.com/ppocma/ppocma', 'https://github.com/pat-coady/trpo', 'https://github.com/taku-y/20181125-pybullet', 'https://github.com/UesugiErii/tf2-PPO-atari']"
iclr,1511.07289,Fast and Accurate Deep Network Learning by Exponential Linear Units (ELUs),"['https://github.com/chuk-yong/ELU-vs-ReLU-for-Image-Recognition', 'https://github.com/off99555/machine-learning-curriculum', 'https://github.com/hughperkins/DeepCL', 'https://github.com/xiexiexiaoxiexie/Udacity-self-driving-car-engineer-P4-Behavioral-Cloning', 'https://github.com/andreblumenau/Contemporary-Neural-Network', 'https://github.com/AsafBarZvi/Liver_project', 'https://github.com/awur978/Autoencoder', 'https://github.com/chuk-yong/keras-relu-elu-comparison', 'https://github.com/barrykidney/CarND-Behavioral-Cloning-P3', 'https://github.com/vamsiramakrishnan/BehavioralCloning']"
iclr,1511.06342,Actor-Mimic: Deep Multitask and Transfer Reinforcement Learning,"['https://github.com/andris955/diplomaterv', 'https://github.com/tophatraptor/si-transfer']"
iclr,1511.04707,Deep Linear Discriminant Analysis,['https://github.com/Gary-Shi/DeepLDA']
iclr,1511.06434,Unsupervised Representation Learning with Deep Convolutional Generative Adversarial Networks,"['https://github.com/mattya/chainer-DCGAN', 'https://github.com/DanielLongo/AdversarialTrain', 'https://github.com/LendelTheGreat/minimalGANs', 'https://github.com/johnnyjana730/keras_dcgan_car', 'https://github.com/kuangshengkai/dcgan-keras', 'https://github.com/qinpengzhi/myDCGAN', 'https://github.com/pskrunner14/face-DCGAN', 'https://github.com/Natsu6767/DCGAN-PyTorch', 'https://github.com/mehdidc/hybrid-keras', 'https://github.com/timsainb/Tensorflow-MultiGPU-VAE-GAN', 'https://github.com/eggplant60/dcgan_anime', 'https://github.com/jiajunhua/dcgan_code', 'https://github.com/sahand68/Deep-Convolutional-GAN', 'https://github.com/MakeDirtyCode/cDCGAN-celebA-pytorch', 'https://github.com/donand/GAN_pytorch', 'https://github.com/znxlwm/pytorch-MNIST-CelebA-GAN-DCGAN', 'https://github.com/soyoung9306/GAN', 'https://github.com/vharaymonten/FaceGenerationWithGAN', 'https://github.com/Murali81/InfoGAN', 'https://github.com/TUM-ML-Lab18/FaceSwap', 'https://github.com/VIRUS-ATTACK/DCGAN-GPU-IMPLEMENTATION', 'https://github.com/esslushy/AbstractArtGenerator', 'https://github.com/conan7882/tf-gans', 'https://github.com/jparcill/gansbestfriend', 'https://github.com/Doyosae/CNN_Models', 'https://github.com/MustafaMustafa/dcgan-tf-benchmark', 'https://github.com/eriklindernoren/PyTorch-GAN', 'https://github.com/DanielLongo/cGANs', 'https://github.com/HaijunMa/GAN-Getting-started-learning', 'https://github.com/DanielLongo/GANs', 'https://github.com/VIRUS-ATTACK/DCGAN-implementation.', 'https://github.com/KostasTok/keras_DCGAN_transfer_learning', 'https://github.com/NicicDamjan/SoftKompjuting', 'https://github.com/HaijunMa/GAN', 'https://github.com/captain-pool/DC-GAN', 'https://github.com/kpandey008/DCGANS', 'https://github.com/tensorlayer/dcgan', 'https://github.com/sherdencooper/dcgan-mnist', 'https://github.com/tomhata/emojigan', 'https://github.com/carpedm20/DCGAN-tensorflow', 'https://github.com/yukia18/pytorch', 'https://github.com/Ranchofromxgd/DCGAN_mnist', 'https://github.com/pearsonkyle/Neural-Nebula', 'https://github.com/zhangqianhui/DCGAN-tensorflow', 'https://github.com/horseriver/DCGAN--MatConvNet', 'https://github.com/cbxs123/Advanced-Deep-Learning-with-Keras', 'https://github.com/llvictorll/AS', 'https://github.com/Newmu/dcgan_code', 'https://github.com/MakeDirtyCode/DCGAN-celebA-pytorch', 'https://github.com/davidstap/AttnGAN', 'https://github.com/Ksuryateja/DCGAN-MNIST-pytorch', 'https://github.com/tensorpack/tensorpack/tree/master/examples/GAN', 'https://github.com/iimuz/dcgan', 'https://github.com/gcwl/pytorch-dcgan', 'https://github.com/Zachdr1/GANs', 'https://github.com/Noxxel/floter', 'https://github.com/wikibook/keras', 'https://github.com/deepanshgoyal33/Papers', 'https://github.com/Soumya1612-Rasha/Keras-GAN_rasha', 'https://github.com/pearsonkyle/Artificial-Art', 'https://github.com/mchiappe83/Generate_Faces', 'https://github.com/anandchandra50/deep-space', 'https://github.com/psmenon/DCGAN', 'https://github.com/suzana-ilic/DCGANs_pytorch', 'https://github.com/polmonroig/faceGAN', 'https://github.com/SoumyadeepJana/CelebrityFaceGeneration', 'https://github.com/jesse1029/Fake-Face-Images-Detection-Tensorflow', 'https://github.com/junyanz/iGAN', 'https://github.com/virafpatrawala/DCGAN', 'https://github.com/addy369/DCGANS', 'https://github.com/suzana-ilic/pytorch_DCGANs', 'https://github.com/vinayakkailas/DCGAN', 'https://github.com/namepen/AI_school_proj', 'https://github.com/Mckinsey666/ACGAN-Conditional-Anime-Generation', 'https://github.com/shahbuland/basic-gans', 'https://github.com/Ayush-Goyal-coding/GANs', 'https://github.com/richardrl/gan-pytorch', 'https://github.com/wlstyql/Pytorch', 'https://github.com/tillns/CIL_project', 'https://github.com/schatty/dcgan-tf', 'https://github.com/MakeDirtyCode/DC-GAN-pytorch', 'https://github.com/AndreyBesedin/ImageClassification', 'https://github.com/MustafaMustafa/cosmoGAN', 'https://github.com/vmartinezalvarez/Image-generation-GAN-vs-DCGAN', 'https://github.com/QuickSolverKyle/Tensorflow-MyGANs', 'https://github.com/akjgskwi/DCGAN_implement', 'https://github.com/iArunava/DCGAN', 'https://github.com/tylercroberts/funwithgans', 'https://github.com/robbiebarrat/art-DCGAN', 'https://github.com/yky138495/awesome-lua-rank-1000', 'https://github.com/AKASHKADEL/dcgan-mnist', 'https://github.com/mlz8/GAN-Reading-List', 'https://github.com/cantarinigiorgio/DCGAN', 'https://github.com/Masquerade51256/DCGAN_SignPicture', 'https://github.com/tensorflow/models/tree/master/research/gan', 'https://github.com/LeChangAlex/GAN-Metric', 'https://github.com/facebookresearch/pytorch_GAN_zoo', 'https://github.com/tdrussell/IllustrationGAN', 'https://github.com/Guim3/IcGAN', 'https://github.com/SimRunBot/DCGAN', 'https://github.com/Zotkin/ml_project', 'https://github.com/XiafeiYu/DCGAN', 'https://github.com/jpowie01/DCGAN_CelebA', 'https://github.com/cshanjiewu/CVPR19', 'https://github.com/bbclr20/TensorFlow-Examples', 'https://github.com/divyam25/Oh-My-GAN', 'https://github.com/prodillo/GAN_project', 'https://github.com/mickaelChen/GMV', 'https://github.com/gaurav6696/GAN', 'https://github.com/linxi159/dcgan_code', 'https://github.com/PacktPublishing/Advanced-Deep-Learning-with-Keras', 'https://github.com/darr/DCGAN', 'https://github.com/vohoaiviet/Advanced-Deep-Learning-with-Keras', 'https://github.com/cachett/DCGANandCAE', 'https://github.com/ChengBinJin/WGAN-TensorFlow', 'https://github.com/Atharva-Phatak/GAN_MNIST', 'https://github.com/jacobgil/keras-dcgan', 'https://github.com/kseuro/gan_project', 'https://github.com/sugyan/tf-dcgan', 'https://github.com/Mckinsey666/Anime-Generation', 'https://github.com/Mckinsey666/ACGAN-Anime-Generation', 'https://github.com/taoxugit/AttnGAN', 'https://github.com/LynnHo/DCGAN-LSGAN-WGAN-WGAN-GP-Tensorflow', 'https://github.com/darkhill11/convolutional_GAN_basics', 'https://github.com/akanimax/dcgan_pytorch', 'https://github.com/Ksuryateja/DCGAN-CIFAR10-pytorch', 'https://github.com/eriklindernoren/Keras-GAN']"
iclr,1511.06448,Learning Representations from EEG with Deep Recurrent-Convolutional Neural Networks,"['https://github.com/YangWangsky/tf_EEGLearn', 'https://github.com/meagmohit/EEG-Datasets', 'https://github.com/kylemath/DeepEEG', 'https://github.com/LSYhhhh/EEGLearn-master', 'https://github.com/pbashivan/EEGLearn']"
iclr,1511.05042,An Exploration of Softmax Alternatives Belonging to the Spherical Loss Family,['https://github.com/pascal20100/factored_output_layer']
iclr,1511.08228,Neural GPUs Learn Algorithms,"['https://github.com/tensorflow/models/tree/master/research/neural_gpu', 'https://github.com/zhuyawen/neural-gpu', 'https://github.com/openai/neural-gpu']"
iclr,1511.06732,Sequence Level Training with Recurrent Neural Networks,"['https://github.com/eske/seq2seq', 'https://github.com/facebookresearch/MIXER', 'https://github.com/psunlpgroup/RL-Reading-Group-Fall18-', 'https://github.com/NPCai/Nopie', 'https://github.com/CZWin32768/seqmnist']"
iclr,H1T2hmZAb,Deep Complex Networks,"['https://github.com/Medabid1/ComplexValuedCNN', 'https://github.com/litcoderr/ComplexCNN', 'https://github.com/CeeZh/CNN-based-on-Complex-Number', 'https://github.com/ChihebTrabelsi/deep_complex_networks', 'https://github.com/waleedt/DeepComplexNetwork', 'https://github.com/omrijsharon/torchlex']"
iclr,SJyVzQ-C-,Fraternal Dropout,['https://github.com/kondiz/fraternal-dropout']
iclr,HJCXZQbAZ,Hierarchical Density Order Embeddings,"['https://github.com/benathi/density-order-emb', 'https://github.com/jvdbogae/artverc']"
iclr,S1XolQbRW,Model compression via distillation and quantization,"['https://github.com/NervanaSystems/distiller', 'https://github.com/kuanzi/Bayesian_quant', 'https://github.com/antspy/quantized_distillation', 'https://github.com/mzymzy/paper3-quantized_distillzation', 'https://github.com/reveriel/quantized_distillation']"
iclr,rkZB1XbRZ,Scalable Private Learning with PATE,"['https://github.com/frhrdr/patepy', 'https://github.com/tensorflow/models/tree/master/research/differential_privacy']"
iclr,BkrsAzWAb,Online Learning Rate Adaptation with Hypergradient Descent,"['https://github.com/awslabs/adatune', 'https://github.com/omallo/kaggle-hpa', 'https://github.com/gbaydin/hypergradient-descent', 'https://github.com/kayuksel/pytorch-adamaio']"
iclr,ryH20GbRW,Relational Neural Expectation Maximization: Unsupervised Discovery of Objects and their Interactions,['https://github.com/sjoerdvansteenkiste/Relational-NEM']
iclr,HyydRMZC-,Spatially Transformed Adversarial Examples,['https://github.com/rakutentech/stAdv']
iclr,SyZI0GWCZ,Decision-Based Adversarial Attacks: Reliable Attacks Against Black-Box Machine Learning Models,['https://github.com/Cold-Winter/boundary_attack_foolbox']
iclr,ryazCMbR-,Communication Algorithms via Deep Learning,"['https://github.com/datlife/deepcom', 'https://github.com/yihanjiang/Sequential-RNN-Decoder']"
iclr,rkYTTf-AZ,Unsupervised Machine Translation Using Monolingual Corpora Only,"['https://github.com/jiajunhua/facebookresearch-MUSE', 'https://github.com/facebookresearch/MUSE', 'https://github.com/migonch/unsupervised_mt', 'https://github.com/YovaKem/generalized-procrustes-MUSE', 'https://github.com/samnguyen8991/Facebook-MUSE', 'https://github.com/Babylonpartners/MultilingualFactorAnalysis', 'https://github.com/barnerwothers/MUSE', 'https://github.com/Kelechukwu1/PidginUNMT', 'https://github.com/labdac/charlacompling', 'https://github.com/maochf/MUSE', 'https://github.com/freedombenLiu/MUSE', 'https://github.com/keleog/PidginUNMT']"
iclr,H1q-TM-AW,A DIRT-T Approach to Unsupervised Domain Adaptation,"['https://github.com/RuiShu/dirt-t', 'https://github.com/domainadaptation/salad']"
iclr,BJ8c3f-0b,Auto-Encoding Sequential Monte Carlo,['https://github.com/amoretti86/PSVO']
iclr,SyqShMZRb,Syntax-Directed Variational Autoencoder for Structured Data,"['https://github.com/Hanjun-Dai/sdvae', 'https://github.com/PfizerRD/sdvae']"
iclr,rJTutzbA-,On the insufficiency of existing momentum schemes for Stochastic Optimization,"['https://github.com/COMP6248-Reproducability-Challenge/Insufficiency-momentum-schemes-for-Stochastic-Optimization', 'https://github.com/rahulkidambi/AccSGD']"
