conference,unique_id,title,categories,keywords
aaai,16539,Embedding of Hierarchically Typed Knowledge Bases,{'Healthcare'},{'fitness'}
aaai,16157,Deep-Treat: Learning Optimal Personalized Treatments From Observational Data Using Neural Networks,"{'Healthcare', 'Economics'}","{'trade', 'medical'}"
aaai,16967,DeepHeart: Semi-Supervised Sequence Learning for Cardiovascular Risk Prediction,{'Healthcare'},{'medical'}
aaai,16721,Modeling Scientific Influence for Research Trending Topic Prediction,{'Safety'},{'Interpretability'}
aaai,16607,A Neural Attention Model for Urban Air Quality Inference: Learning the Weights of Monitoring Stations,{'Climate'},{'air quality'}
aaai,16636,Learning User Preferences to Incentivize Exploration in the Sharing Economy,{'Economics'},{'economy'}
aaai,16737,Task-Aware Compressed Sensing with Generative Adversarial Networks,{'Misinformation'},{'GAN'}
aaai,17130,Context-Aware Symptom Checking for Disease Diagnosis Using Hierarchical Reinforcement Learning,{'Healthcare'},{'diagnosis'}
aaai,16160,DeepHit: A Deep Learning Approach to Survival Analysis with Competing Risks,{'Finance'},{'finance'}
aaai,16938,Semi-Supervised Biomedical Translation with Cycle Wasserstein Regression GANs,"{'Healthcare', 'Misinformation'}","{'GANs', 'medical'}"
aaai,16686,Hierarchical Video Generation From Orthogonal Information: Optical Flow and Texture,{'Misinformation'},{'GAN'}
aaai,16494,Exercise-Enhanced Sequential Modeling for Student Performance Prediction,{'Education'},{'student'}
aaai,16546,Compressed Sensing MRI Using a Recursive Dilated Network,{'Economics'},{'trade'}
aaai,16974,Maximum-Variance Total Variation Denoising for Interpretable Spatial Smoothing,{'Safety'},{'Interpretability'}
aaai,16073,Data Poisoning Attacks on Multi-Task Relationship Learning,{'Attacks (Training)'},{'Poisoning'}
aaai,16341,Unsupervised Representation Learning with Long-Term Dynamics for Skeleton Based Action Recognition,{'Defense'},{'adversarial training'}
aaai,17088,SFCN-OPI: Detection and Fine-Grained Classification of Nuclei Using Sibling FCN with Objectness Prior Interaction,{'Healthcare'},{'cancer'}
aaai,16529,Learning to Attack: Adversarial Transformation Networks,{'Attacks (Production)'},{'Adversarial examples'}
aaai,16776,Estimating the Class Prior in Positive and Unlabeled Data Through Decision Tree Induction,{'Healthcare'},{'diagnosis'}
aaai,17147,DarkRank: Accelerating Deep Metric Learning via Cross Sample Similarities Transfer,{'Education'},{'student'}
aaai,17193,Counterfactual Multi-Agent Policy Gradients,{'Robotics'},{'autonomous vehicles'}
aaai,16419,Human Guided Linear Regression with Feature-Level Constraints,{'Safety'},{'Interpretability'}
aaai,17409,Flow-GAN: Combining Maximum Likelihood and Adversarial Learning in Generative Models,{'Misinformation'},{'GAN'}
aaai,16970,Who Said What: Modeling Individual Labelers Improves Classification,{'Healthcare'},{'diagnosis'}
aaai,16944,Nonparametric Stochastic Contextual Bandits,{'Economics'},{'bandit'}
aaai,16343,Approximate and Exact Enumeration of Rule Models,{'Safety'},{'Interpretability'}
aaai,17421,When Waiting Is Not an Option: Learning Options with a Deliberation Cost,{'Safety'},{'Interpretability'}
aaai,17203,Accelerated Method for Stochastic Composition Optimization with Nonsmooth Regularization,{'Finance'},{'portfolio'}
aaai,16807,Imitation Learning via Kernel Mean Embedding,{'Misinformation'},{'GANs'}
aaai,16288,Unsupervised Personalized Feature Selection,{'Healthcare'},{'medical'}
aaai,17082,Deep Learning for Case-Based Reasoning Through Prototypes: A Neural Network That Explains Its Predictions,{'Safety'},{'Interpretability'}
aaai,16800,An Optimal Online Method of Selecting Source Policies for Reinforcement Learning,{'Economics'},{'bandit'}
aaai,17008,CoDiNMF: Co-Clustering of Directed Graphs via NMF,{'Economics'},{'pricing'}
aaai,16692,Transferable Contextual Bandit for Cross-Domain Recommendation,{'Economics'},{'bandit'}
aaai,16950,Information Directed Sampling for Stochastic Bandits with Graph Feedback,{'Economics'},{'bandit'}
aaai,16939,A Change-Detection Based Framework for Piecewise-Stationary Multi-Armed Bandit Problem,{'Economics'},{'bandit'}
aaai,16291,Dynamic Deep Neural Networks: Optimizing Accuracy-Efficiency Trade-Offs by Selective Execution,{'Economics'},{'trade'}
aaai,16322,Adversarial Dropout for Supervised and Semi-Supervised Learning,{'Attacks (Production)'},{'Adversarial examples'}
aaai,16396,Interpretable Graph-Based Semi-Supervised Learning via Flows,{'Safety'},{'Interpretability'}
aaai,16634,Regularizing Deep Networks Using Efficient Layerwise Adversarial Training,"{'Defense', 'Attacks (Production)'}","{'Adversarial examples', 'adversarial training'}"
aaai,17370,From Monte Carlo to Las Vegas: Improving Restricted Boltzmann Machine Training Through Stopping Sets,{'Economics'},{'exchange'}
aaai,17177,No Modes Left Behind: Capturing the Data Distribution Effectively Using GANs,{'Misinformation'},{'GANs'}
aaai,17155,Wasserstein Distance Guided Representation Learning for Domain Adaptation,{'Misinformation'},{'GAN'}
aaai,16904,Learning to Interact with Learning Agents,{'Economics'},{'bandit'}
aaai,16325,Attend and Diagnose: Clinical Time Series Analysis Using Attention Models,{'Healthcare'},{'diagnosis'}
aaai,17408,Detecting Adversarial Examples Through Image Transformation,"{'Healthcare', 'Attacks (Production)'}","{'Adversarial examples', 'diagnosis'}"
aaai,16677,Fourier Feature Approximations for Periodic Kernels in Time-Series Modelling,{'Safety'},{'Interpretability'}
aaai,16509,Adversarial Learning of Portable Student Networks,"{'Education', 'Misinformation'}","{'GAN', 'student'}"
aaai,16328,Learning with Single-Teacher Multi-Student,"{'Education', 'Surveillance'}","{'student', 'Face Recognition'}"
aaai,16864,Multi-Layer Multi-View Classification for Alzheimer’s Disease Diagnosis,{'Healthcare'},{'diagnosis'}
aaai,16556,Distant-Supervision of Heterogeneous Multitask Learning for Social Event Forecasting with Multilingual Indicators,{'Safety'},{'Interpretability'}
aaai,17017,Hypergraph Learning with Cost Interval Optimization,{'Healthcare'},{'diagnosis'}
aaai,16854,Learning Mixtures of Random Utility Models,{'Healthcare'},{'fitness'}
aaai,16290,Budget-Constrained Multi-Armed Bandits with Multiple Plays,{'Economics'},{'bandit'}
aaai,16086,POMDP-Based Decision Making for Fast Event Handling in VANETs,{'Economics'},{'trade'}
aaai,16149,Manipulative Elicitation — A New Attack on Elections with Incomplete Preferences,{'Economics'},{'voting'}
aaai,17242,Dynamic Pricing for Reusable Resources in Competitive Market with Stochastic Demand,{'Economics'},{'pricing'}
aaai,16680,Privacy-Preserving Policy Iteration for Decentralized POMDPs,{'Security'},{'homomorphic'}
aaai,16369,Knowledge Graph Embedding with Iterative Guidance From Soft Rules,{'Security'},{'injection'}
aaai,16599,Table-to-Text Generation by Structure-Aware Seq2seq Learning,{'Misinformation'},{'Text Generation'}
aaai,16563,AMR Parsing with Cache Transition Systems,{'Economics'},{'trade'}
aaai,16323,Sequential Copying Networks,{'Misinformation'},{'Text Generation'}
aaai,17170,Proposition Entailment in Educational Applications Using Deep Neural Networks,{'Education'},{'student'}
aaai,16360,Long Text Generation via Adversarial Training with Leaked Information,"{'Misinformation', 'Defense'}","{'Text Generation', 'adversarial training'}"
aaai,16629,An Interpretable Generative Adversarial Approach to Classification of Latent Entity Relations in Unstructured Sentences,{'Safety'},{'Interpretability'}
aaai,16166,Efficient Large-Scale Multi-Modal Classification,"{'Safety', 'Economics'}","{'trade', 'Interpretability'}"
aaai,17426,Customized Nonlinear Bandits for Online Response Selection in Neural Conversation Models,{'Economics'},{'bandit'}
aaai,16961,Controlling Global Statistics in Recurrent Neural Network Text Generation,{'Misinformation'},{'Text Generation'}
aaai,17090,Question-Answering with Grammatically-Interpretable Representations,{'Safety'},{'Interpretability'}
aaai,16203,Order-Planning Neural Text Generation From Structured Data,{'Misinformation'},{'Text Generation'}
aaai,16749,MathDQN: Solving Arithmetic Word Problems via Deep Reinforcement Learning,{'Economics'},{'trade'}
aaai,16051,Addressee and Response Selection in Multi-Party Conversations with Speaker Interaction RNNs,{'Economics'},{'exchange'}
aaai,16582,Medical Exam Question Answering with Large-scale Reading Comprehension,{'Healthcare'},{'diagnosis'}
aaai,17066,Multi-Task Medical Concept Normalization Using Multi-View Convolutional Neural Network,{'Healthcare'},{'medical'}
aaai,17217,Meta-Search Through the Space of Representations and Heuristics on a Problem by Problem Basis,{'Finance'},{'portfolio'}
aaai,16948,Load Scheduling of Simple Temporal Networks Under Dynamic Resource Pricing,{'Economics'},{'pricing'}
aaai,17209,Stackelberg Planning: Towards Effective Leader-Follower State Space Search,{'Economics'},{'trade'}
aaai,17331,A Neural Stochastic Volatility Model,{'Finance'},{'finance'}
aaai,16111,Efficient-UCBV: An Almost Optimal Algorithm Using Variance Estimates,{'Economics'},{'bandit'}
aaai,17252,Guiding Search in Continuous State-Action Spaces by Learning an Action Sampler From Off-Target Search Experience,{'Misinformation'},{'GAN'}
aaai,17016,Safe Exploration and Optimization of Constrained MDPs Using Gaussian Processes,{'Economics'},{'trade'}
aaai,17328,Premise Set Caching for Enumerating Minimal Correction Subsets,{'Healthcare'},{'diagnosis'}
aaai,16855,On Cryptographic Attacks Using Backdoors for SAT,{'Security'},{'encryption'}
aaai,17192,Learning Robust Search Strategies Using a Bandit-Based Approach,{'Economics'},{'bandit'}
aaai,16096,Asymmetric Joint Learning for Heterogeneous Face Recognition,{'Surveillance'},{'Face Recognition'}
aaai,16655,Learning a Wavelet-Like Auto-Encoder to Accelerate Deep Neural Networks,{'Economics'},{'trade'}
aaai,17334,Unravelling Robustness of Deep Learning Based Face Recognition Against Adversarial Attacks,{'Surveillance'},{'Face Recognition'}
aaai,16468,Residual Encoder Decoder Network and Adaptive Prior for Face Parsing,{'Surveillance'},{'Face Recognition'}
aaai,16962,Doing the Best We Can with What We Have: Multi-Label Balancing with Selective Learning for Attribute Prediction,{'Surveillance'},{'Face Recognition'}
aaai,17153,CMCGAN: A Uniform Framework for Cross-Modal Visual-Audio Mutual Generation,{'Misinformation'},{'Audio Generation'}
aaai,16152,Video Generation From Text,{'Misinformation'},{'GAN'}
aaai,16745,Multi-Scale Face Restoration with Sequential Gating Ensemble Network,"{'Defense', 'Surveillance'}","{'adversarial training', 'Face Recognition'}"
aaai,16423,RAN4IQA: Restorative Adversarial Nets for No-Reference Image Quality Assessment,{'Misinformation'},{'GAN'}
aaai,16729,Adversarial Discriminative Heterogeneous Face Recognition,{'Surveillance'},{'Face Recognition'}
aaai,17049,"Show,  Reward and Tell: Automatic Generation of Narrative Paragraph From Photo Stream by Adversarial Training",{'Defense'},{'adversarial training'}
aaai,17047,Towards Perceptual Image Dehazing by Physics-Based Disentanglement and Adversarial Training,{'Defense'},{'adversarial training'}
aaai,17244,Accelerated Training for Massive Classification via Dynamic Class Selection,{'Surveillance'},{'Face Recognition'}
aaai,16064,Learning Adversarial 3D Model Generation with 2D Image Enhancer,{'Misinformation'},{'GAN'}
aaai,16908,Secure and Automated Enterprise Revenue Forecasting,{'Finance'},{'finance'}
aaai,16540,Sketch Worksheets in STEM Classrooms: Two Deployments,{'Education'},{'student'}
aaai,16418,Bandit-Based Solar Panel Control,{'Economics'},{'bandit'}
aaai,17380,Death vs. Data Science: Predicting End of Life,{'Healthcare'},{'medical'}
aaai,16148,Novel Exploration Techniques (NETs) for Malaria Policy Interventions,{'Economics'},{'bandit'}
aaai,16282,SPOT Poachers in Action: Augmenting Conservation Drones with Automatic Detection in Near Real Time,"{'Dual Use', 'Robotics'}","{'UAVs', 'Unmanned Aerial Vehicles'}"
aaai,16133,Classification of Malware by Using Structural Entropy on Convolutional Neural Networks,{'Security'},{'encryption'}
aaai,16198,Optimal Pricing for Distance-Based Transit Fares,{'Economics'},{'pricing'}
aaai,16183,Adapting to Concept Drift in Credit Card Transaction Data Streams Using Contextual Bandits and Decision Trees,{'Economics'},{'bandit'}
aaai,16103,VoC-DL: Revisiting Voice Of Customer Using Deep Learning,{'Economics'},{'pricing'}
aaai,16703,Gesture Annotation with a Visual Search Engine for Multimodal Communication Research,{'Healthcare'},{'genetics'}
aaai,17443,Introducing Ethical Thinking About Autonomous Vehicles Into an AI Course,{'Robotics'},{'autonomous vehicles'}
aaai,16955,Dropout Model Evaluation in MOOCs,{'Education'},{'student'}
aaai,16553,Diagnosing University Student Subject Proficiency and Predicting Degree Completion in Vector Space,{'Education'},{'student'}
aaai,16408,"Addressing the Technical,  Philosophical,  and Ethical Issues of Artificial Intelligence Through Active Learning Class Assignments",{'Education'},{'student'}
aaai,16978,Introducing AI to Undergraduate Students via Computer Vision Projects,{'Education'},{'student'}
aaai,17449,Model AI Assignments 2018,{'Education'},{'student'}
aaai,17313,Efficiency and Safety in Autonomous Vehicles Through Planning with Uncertainty,{'Robotics'},{'autonomous vehicles'}
aaai,16924,Plan-Based Intention Revision,{'Safety'},{'Explainability'}
aaai,17173,Proposition Entailment in Educational Applications Using Deep Neural Networks,{'Education'},{'student'}
aaai,16810,FR-ANet: A Face Recognition Guided Facial Attribute Classification Network,{'Surveillance'},{'Face Recognition'}
aaai,17107,Contextual Collaborative Filtering for Student Response Prediction in Mixed-Format Tests,{'Education'},{'student'}
aaai,16972,Imitation Upper Confidence Bound for Bandits on a Graph,{'Economics'},{'bandit'}
aaai,16196,Balancing Lexicographic Fairness and a Utilitarian Objective with Application to Kidney Exchange,"{'Healthcare', 'Economics'}","{'exchange', 'kidney'}"
aaai,16963,Adversary Is the Best Teacher: Towards Extremely Compact Neural Networks,{'Education'},{'student'}
aaai,17269,Relating Children’s Automatically Detected Facial Expressions to Their Behavior in RoboTutor,{'Education'},{'student'}
aaai,16384,"Different Cycle,  Different Assignment: Diversity in Assignment Problems with Multiple Cycles",{'Economics'},{'trade'}
aaai,16508,Dialogue Generation with GAN,{'Misinformation'},{'GAN'}
aaai,16561,A Semi-Supervised Network Embedding Model for Protein Complexes Detection,{'Healthcare'},{'protein'}
aaai,16289,Generative Adversarial Networks and Probabilistic Graph Models for Hyperspectral Image Classification,{'Misinformation'},{'GANs'}
aaai,16643,"Water Advisor - A Data-Driven,  Multi-Modal,  Contextual Assistant to Help with Water Usage Decisions",{'Climate'},{'water quality'}
aaai,16990,Constructing Domain-Specific Search Engines with No Programming,{'Economics'},{'exchange'}
aaai,3762,Incorporating Behavioral Constraints in Online AI Systems,{'Economics'},{'bandit'}
aaai,3794,ATP: Directed Graph Embedding with Asymmetric Transitivity Preservation,{'Economics'},{'exchange'}
aaai,3810,Adversarial Training for Community Question Answer Selection Based on Multi-Scale Matching,{'Defense'},{'adversarial training'}
aaai,3812,Data Augmentation Based on Adversarial Autoencoder Handling Imbalance for Learning to Rank,{'Defense'},{'adversarial training'}
aaai,3819,Predicting Hurricane Trajectories Using a Recurrent Neural Network,{'Disaster Relief'},{'Hurricane'}
aaai,3820,Automatic Detection and Compression for Passive Acoustic Monitoring of the African Forest Elephant,{'Climate'},{'climate'}
aaai,3830,PGANs: Personalized Generative Adversarial Networks for ECG Synthesis to Improve Patient-Specific Deep ECG Classification,{'Healthcare'},{'medical'}
aaai,3834,CheXpert: A Large Chest Radiograph Dataset with Uncertainty Labels and Expert Comparison,{'Healthcare'},{'medical'}
aaai,3835,Evolutionarily Learning Multi-Aspect Interactions and Influences from Network Structure and Node Content,{'Safety'},{'Interpretability'}
aaai,3837,Algorithms for Estimating Trends in Global Temperature Volatility,{'Climate'},{'climate'}
aaai,3841,Deep Hierarchical Graph Convolution for Election Prediction from Geospatial Census Data,"{'Satellite', 'Economics'}","{'geospatial', 'election'}"
aaai,3846,A Model-Free Affective Reinforcement Learning Approach to Personalization of an Autonomous Social Robot Companion for Early Literacy Education,{'Education'},{'student'}
aaai,3745,Emergency Department Online Patient-Caregiver Scheduling,{'Healthcare'},{'medical'}
aaai,3851,A Study of Educational Data Mining: Evidence from a Thai University,{'Education'},{'student'}
aaai,3852,AutoZOOM: Autoencoder-Based Zeroth Order Optimization Method for Attacking Black-Box Neural Networks,{'Attacks (Production)'},{'Adversarial examples'}
aaai,3853,Knowledge Tracing Machines: Factorization Machines for Knowledge Tracing,{'Education'},{'student'}
aaai,3855,Bidirectional Inference Networks:A Class of Deep Bayesian Networks for Health Profiling,{'Healthcare'},{'symptoms'}
aaai,3857,Zero Shot Learning for Code Education: Rubric Sampling with Deep Learning Inference,{'Education'},{'student'}
aaai,3859,EnsNet: Ensconce Text in the Wild,{'Misinformation'},{'Synthetic Images'}
aaai,3860,Weakly-Supervised Simultaneous Evidence Identification and Segmentation for Automated Glaucoma Diagnosis,{'Healthcare'},{'diagnosis'}
aaai,3861,A Neural Multi-Task Learning Framework to Jointly Model Medical Named Entity Recognition and Normalization,{'Healthcare'},{'medical'}
aaai,3862,Exploiting Time-Series Image-to-Image Translation to Expand the Range of Wildlife Habitat Analysis,{'Climate'},{'ecology'}
aaai,3871,Beyond Speech: Generalizing D-Vectors for Biometric Verification,{'Surveillance'},{'Facial Recognition'}
aaai,3874,Synergistic Image and Feature Adaptation: Towards Cross-Modality Domain Adaptation for Medical Image Segmentation,{'Healthcare'},{'medical'}
aaai,3882,Deep Reinforcement Learning for Syntactic Error Repair in Student Programs,{'Education'},{'mooc'}
aaai,3883,Exploiting Sentence Embedding for Medical Question Answering,{'Healthcare'},{'diagnosis'}
aaai,3926,Connecting the Digital and Physical World: Improving the Robustness of Adversarial Attacks,{'Attacks (Production)'},{'Adversarial examples'}
aaai,3891,SEGAN: Structure-Enhanced Generative Adversarial Network for Compressed Sensing MRI Reconstruction,"{'Healthcare', 'Misinformation'}","{'diagnosis', 'GAN'}"
aaai,3893,Perceptual-Sensitive GAN for Generating Adversarial Patches,"{'Misinformation', 'Attacks (Training)', 'Attacks (Production)'}","{'Adversarial examples', 'GAN', 'adversarial patch'}"
aaai,3898,AffinityNet: Semi-Supervised Few-Shot Learning for Disease Type Prediction,{'Healthcare'},{'cancer'}
aaai,3899,Scalable Robust Kidney Exchange,"{'Healthcare', 'Economics'}","{'trade', 'kidney'}"
aaai,3900,Difficulty-Aware Attention Network with Confidence Learning for Medical Image Segmentation,{'Healthcare'},{'diagnosis'}
aaai,3901,Pathological Evidence Exploration in Deep Retinal Image Diagnosis,"{'Safety', 'Healthcare', 'Misinformation'}","{'diagnosis', 'GAN', 'Interpretability'}"
aaai,3902,Building Causal Graphs from Medical Literature and Electronic Medical Records,{'Healthcare'},{'medical'}
aaai,3904,PhoneMD: Learning to Diagnose Parkinson’s Disease from Smartphone Data,{'Healthcare'},{'diagnosis'}
aaai,3906,The Kelly Growth Optimal Portfolio with Ensemble Learning,{'Finance'},{'portfolio'}
aaai,3910,Exploiting the Contagious Effect for Employee Turnover Prediction,{'Safety'},{'Interpretability'}
aaai,3913,Private Model Compression via Knowledge Distillation,{'Privacy'},{'Differential privacy'}
aaai,3914,Functional Connectivity Network Analysis with Discriminative Hub Detection for Brain Disease Identification,{'Healthcare'},{'diagnosis'}
aaai,3916,G2C: A Generator-to-Classifier Framework Integrating Multi-Stained Visual Cues for Pathological Glomerulus Classification,{'Healthcare'},{'diagnosis'}
aaai,3919,TET-GAN: Text Effects Transfer via Stylization and Destylization,{'Misinformation'},{'GAN'}
aaai,3920,Learning Phenotypes and Dynamic Patient Representations via RNN Regularized Collective Non-Negative Tensor Factorization,{'Healthcare'},{'mortality'}
aaai,3927,"MetaStyle: Three-Way Trade-off among Speed, Flexibility, and Quality in Neural Style Transfer",{'Economics'},{'trade'}
aaai,3924,One-Class Adversarial Nets for Fraud Detection,{'Misinformation'},{'GAN'}
aaai,3933,Human-Like Sketch Object Recognition via Analogical Learning,{'Attacks (Production)'},{'Adversarial examples'}
aaai,3939,Interpretable Predictive Modeling for Climate Variables with Weighted Lasso,"{'Safety', 'Climate', 'Economics'}","{'climate', 'trade', 'Interpretability'}"
aaai,3940,A Deep Reinforcement Learning Framework for Rebalancing Dockless Bike Sharing Systems,{'Economics'},{'pricing'}
aaai,3942,A Deep Neural Network for Unsupervised Anomaly Detection and Diagnosis in Multivariate Time Series Data,{'Healthcare'},{'diagnosis'}
aaai,3957,Model-Based Diagnosis of Hybrid Systems Using Satisfiability Modulo Theory,{'Healthcare'},{'diagnosis'}
aaai,3959,A Nonconvex Projection Method for Robust PCA,{'Surveillance'},{'Face detection'}
aaai,3963,Faster Gradient-Free Proximal Stochastic Methods for Nonconvex Nonsmooth Optimization,{'Economics'},{'bandit'}
aaai,3983,Adding Constraints to Bayesian Inverse Problems,{'Healthcare'},{'fitness'}
aaai,3990,Tackling Sparse Rewards in Real-Time Games with Statistical Forward Planning Methods,{'Healthcare'},{'fitness'}
aaai,4002,Low-Distortion Social Welfare Functions,{'Economics'},{'voting'}
aaai,4003,On Rational Delegations in Liquid Democracy,{'Economics'},{'voting'}
aaai,4004,Primarily about Primaries,{'Economics'},{'voting'}
aaai,4005,Walrasian Dynamics in Multi-Unit Markets,{'Economics'},{'pricing'}
aaai,4006,Fast Iterative Combinatorial Auctions via Bayesian Learning,{'Economics'},{'auction'}
aaai,4012,On the Complexity of the Inverse Semivalue Problem for Weighted Voting Games,{'Economics'},{'voting'}
aaai,4014,Online Pandora’s Boxes and Bandits,{'Economics'},{'knapsack'}
aaai,4016,Approximation and Hardness of Shift-Bribery,{'Economics'},{'election'}
aaai,4017,How Similar Are Two Elections?,{'Economics'},{'election'}
aaai,4021,Very Hard Electoral Control Problems,{'Economics'},{'election'}
aaai,4022,Fair Knapsack,{'Economics'},{'knapsack'}
aaai,4025,Multi-Unit Bilateral Trade,{'Economics'},{'trade'}
aaai,4026,On the Distortion Value of the Elections with Abstention,{'Economics'},{'voting'}
aaai,4027,Pareto Efficient Auctions with Interest Rates,{'Economics'},{'auction'}
aaai,4029,You Get What You Share: Incentives for a Sharing Economy,{'Economics'},{'economy'}
aaai,4030,Computing the Yolk in Spatial Voting Games without Computing Median Lines,{'Economics'},{'voting'}
aaai,4033,Object Reachability via Swaps along a Line,{'Economics'},{'trade'}
aaai,4036,Approximate Inference of Outcomes in Probabilistic Elections,{'Economics'},{'voting'}
aaai,4038,Heuristic Voting as Ordinal Dominance Strategies,{'Economics'},{'voting'}
aaai,4040,Revenue Enhancement via Asymmetric Signaling in Interdependent-Value Auctions,{'Economics'},{'auction'}
aaai,4044,Optimal Dynamic Auctions Are Virtual Welfare Maximizers,"{'Safety', 'Economics'}","{'auction', 'Interpretability'}"
aaai,4053,Practical Algorithms for Multi-Stage Voting Rules with Parallel Universes Tiebreaking,{'Economics'},{'voting'}
aaai,4055,Poll-Confident Voters in Iterative Voting,{'Economics'},{'voting'}
aaai,4056,Defending Elections against Malicious Spread of Misinformation,{'Economics'},{'election'}
aaai,4069,Bézier Simplex Fitting: Describing Pareto Fronts of Simplicial Problems with Small Samples in Multi-Objective Optimization,{'Economics'},{'trade'}
aaai,4071,On the Time Complexity of Algorithm Selection Hyper-Heuristics for Multimodal Optimisation,{'Healthcare'},{'fitness'}
aaai,4074,Evolving Solutions to Community-Structured Satisfiability Formulas,{'Healthcare'},{'fitness'}
aaai,4084,Fuzzy-Classification Assisted Solution Preselection in Evolutionary Optimization,{'Healthcare'},{'fitness'}
aaai,4090,Counterfactual Randomization: Rescuing Experimental Studies from Obscured Confounding,{'Healthcare'},{'diagnosis'}
aaai,4094,RGBD Based Gaze Estimation via Multi-Task CNN,{'Misinformation'},{'GAN'}
aaai,4095,Deep Neural Networks Constrained by Decision Rules,{'Safety'},{'Interpretability'}
aaai,4102,Deep Transformation Method for Discriminant Analysis of Multi-Channel Resting State fMRI,{'Healthcare'},{'symptoms'}
aaai,4104,Election with Bribed Voter Uncertainty: Hardness and Approximation Algorithm,{'Economics'},{'election'}
aaai,4108,Be Inaccurate but Don’t Be Indecisive: How Error Distribution Can Affect User Experience,{'Economics'},{'voting'}
aaai,4123,Model-Based Diagnosis for Cyber-Physical Production Systems Based on Machine Learning and Residual-Based Diagnosis Models,{'Healthcare'},{'diagnosis'}
aaai,4127,Approximate Stream Reasoning with Metric Temporal Logic under Uncertainty,{'Economics'},{'trade'}
aaai,4129,Qualitative Spatial Logic over 2D Euclidean Spaces Is Not Finitely Axiomatisable,{'Satellite'},{'geospatial'}
aaai,4153,SDRL: Interpretable and Data-Efficient Deep Reinforcement Learning Leveraging Symbolic Planning,{'Safety'},{'Interpretability'}
aaai,4165,Amalgamating Knowledge towards Comprehensive Classification,{'Education'},{'student'}
aaai,4167,Safe Partial Diagnosis from Normal Observations,{'Healthcare'},{'diagnosis'}
aaai,4169,TransGate: Knowledge Graph Embedding with Shared Gate Structure,{'Economics'},{'trade'}
aaai,4179,State Abstraction as Compression in Apprenticeship Learning,{'Economics'},{'trade'}
aaai,4191,Enhanced Random Forest Algorithms for Partially Monotone Ordinal Classification,{'Finance'},{'finance'}
aaai,4194,Deep Convolutional Sum-Product Networks,{'Misinformation'},{'GANs'}
aaai,4553,Adversarial Learning of Semantic Relevance in Text to Image Synthesis,{'Misinformation'},{'GANs'}
aaai,4214,Utilizing Class Information for Deep Network Representation Shaping,{'Safety'},{'Interpretability'}
aaai,4216,Spatially Invariant Unsupervised Object Detection with Convolutional Neural Networks,{'Safety'},{'Interpretability'}
aaai,4218,Learning Segmentation Masks with the Independence Prior,{'Misinformation'},{'GANs'}
aaai,4221,Balanced Linear Contextual Bandits,{'Economics'},{'bandit'}
aaai,4224,On-Line Adaptative Curriculum Learning for GANs,"{'Education', 'Misinformation', 'Economics'}","{'bandit', 'GANs', 'student'}"
aaai,4229,Controllable Image-to-Video Translation: A Case Study on Facial Expression Generation,"{'Misinformation', 'Defense'}","{'adversarial training', 'Video Generation'}"
aaai,4231,Improved Knowledge Graph Embedding Using Background Taxonomic Information,{'Security'},{'injection'}
aaai,4232,Unsupervised Feature Selection by Pareto Optimization,{'Safety'},{'Interpretability'}
aaai,4242,Towards Reliable Learning for High Stakes Applications,{'Healthcare'},{'diagnosis'}
aaai,4243,Explainable Recommendation through Attentive Multi-View Learning,"{'Safety', 'Economics'}","{'Explainability', 'trade'}"
aaai,4258,Smooth Deep Image Generator from Noises,{'Misinformation'},{'GAN'}
aaai,4263,Knowledge Distillation with Adversarial Samples Supporting Decision Boundary,{'Education'},{'student'}
aaai,4264,Knowledge Transfer via Distillation of Activation Boundaries Formed by Hidden Neurons,{'Education'},{'student'}
aaai,4268,Learning Anytime Predictions in Neural Networks via Adaptive Loss Balancing,{'Economics'},{'trade'}
aaai,4270,HERS: Modeling Influential Contexts with Heterogeneous Relations for Sparse and Cold-Start Recommendation,{'Safety'},{'Interpretability'}
aaai,4277,Manifold-Valued Image Generation with Wasserstein Generative Adversarial Nets,{'Misinformation'},{'Image Generation'}
aaai,4287,Classification with Costly Features Using Deep Reinforcement Learning,{'Economics'},{'trade'}
aaai,4288,Tile2Vec: Unsupervised Representation Learning for Spatially Distributed Data,{'Satellite'},{'geospatial'}
aaai,4305,Active Generative Adversarial Network for Image Classification,{'Misinformation'},{'GAN'}
aaai,4311,Multi-Source Neural Variational Inference,{'Economics'},{'trade'}
aaai,4320,Structural Causal Bandits with Non-Manipulable Variables,{'Economics'},{'bandit'}
aaai,4348,A Bandit Approach to Maximum Inner Product Search,{'Economics'},{'bandit'}
aaai,4362,Bias-Variance Trade-Off in Hierarchical Probabilistic Models Using Higher-Order Feature Interactions,{'Economics'},{'trade'}
aaai,4373,The Curse of Concentration in Robust Learning: Evasion and Poisoning Attacks from Concentration of Measure,{'Attacks (Training)'},{'Poisoning'}
aaai,4377,Towards Better Interpretability in Deep Q-Networks,{'Safety'},{'Interpretability'}
aaai,4385,ClusterGAN: Latent Space Clustering in Generative Adversarial Networks,{'Misinformation'},{'GAN'}
aaai,4388,Efficient Counterfactual Learning from Bandit Feedback,{'Economics'},{'bandit'}
aaai,4398,Interpretable Preference Learning: A Game Theoretic Framework for Large Margin On-Line Feature and Rule Learning,{'Safety'},{'Interpretability'}
aaai,4404,Explicitly Imposing Constraints in Deep Networks via Conditional Gradients Gives Improved Generalization and Faster Convergence,{'Misinformation'},{'GANs'}
